CreditScore,Age,Tenure,NumOfProducts,New_Estimated_Salary,Gender_Female,Gender_Male
565,38,0,1,6733.933999999999,0,1
657,41,6,1,1753.682,1,0
554,44,9,2,11509.138,1,0
622,58,7,1,12041.561,1,0
773,42,8,2,17173.322,1,0
705,48,1,2,9947.595,1,0
687,35,1,2,4792.122,1,0
538,38,8,2,2822.6150000000002,1,0
608,34,3,1,3663.925,0,1
664,35,1,1,16966.579,0,1
595,26,8,1,15119.217999999999,1,0
667,39,2,2,4072.124,1,0
673,41,5,1,6565.728999999999,0,1
709,35,2,2,10498.239,0,1
711,25,5,1,5134.539,1,0
623,41,2,1,2877.898,0,1
683,43,4,1,11734.919,1,0
573,46,3,1,18998.864999999998,0,1
748,41,2,1,7113.931,1,0
787,85,10,2,11653.796,1,0
703,45,1,1,18278.411,1,0
726,56,2,1,4604.469999999999,1,0
633,35,10,2,6567.5470000000005,0,1
802,29,9,1,13445.912,0,1
641,36,1,2,10202.139,1,0
549,34,4,2,13946.357,1,0
652,80,4,2,18860.307,1,0
649,52,8,1,4185.843,1,0
774,47,6,1,6145.096,1,0
619,46,8,1,13249.839000000002,0,1
507,31,9,1,15003.719000000001,0,1
452,35,8,2,14961.481,1,0
510,44,4,1,2846.129,1,0
790,46,2,2,18029.068,0,1
616,36,6,1,1291.632,1,0
715,23,7,2,6505.771,0,1
712,53,2,2,2654.2169999999996,0,1
487,53,4,1,2420.786,0,1
850,36,0,2,9901.965,1,0
777,28,2,1,11831.338,1,0
565,32,9,1,14328.757999999998,1,0
748,39,3,2,12399.852,0,1
745,35,4,1,13361.742999999999,0,1
556,52,9,1,17514.920000000002,1,0
703,44,6,1,15151.670000000002,0,1
615,30,9,1,8734.782000000001,1,0
553,43,6,2,16057.409,0,1
707,32,9,2,3080.702,0,1
707,48,7,1,18034.469,1,0
762,28,3,2,10602.402,0,1
673,42,4,2,12144.08,1,0
603,40,8,1,10505.289999999999,1,0
696,31,8,2,19107.411,1,0
802,33,8,2,14370.617999999999,0,1
660,28,1,2,1428.893,0,1
724,33,4,1,18694.249,0,1
655,44,8,1,18859.398,0,1
703,58,4,1,8514.878,0,1
497,29,4,1,6323.302,1,0
484,55,8,3,13751.992000000002,1,0
583,33,7,1,1354.924,0,1
691,38,7,2,8161.74,0,1
566,44,5,2,6646.2789999999995,0,1
693,38,7,2,1427.818,0,1
588,44,8,1,4932.403,0,1
658,24,2,2,8469.449,1,0
709,30,5,2,16138.822,1,0
774,42,3,1,19931.619,1,0
562,42,2,1,8679.741,0,1
662,34,2,2,2149.727,0,1
443,29,9,2,1094.04,1,0
717,36,2,2,9427.472,1,0
516,45,4,1,9527.373,1,0
682,38,4,1,1566.917,0,1
754,48,7,1,9355.053,1,0
591,42,10,2,17109.922,1,0
779,26,0,2,11190.6,1,0
525,47,6,1,8252.261,1,0
554,44,7,1,5807.652,0,1
715,31,3,1,9471.524000000001,1,0
534,27,9,2,16134.413,0,1
755,29,4,2,2880.509,1,0
520,61,8,2,9030.401,0,1
628,31,5,1,14796.307,1,0
806,32,3,1,15659.309,1,0
650,48,7,1,5759.478,1,0
779,37,7,2,13592.572,0,1
740,40,4,2,12933.369,0,1
585,45,0,2,18968.370000000003,0,1
642,25,7,2,10208.378,0,1
705,39,3,1,5451.725,1,0
698,33,5,2,3975.5,0,1
555,24,2,2,19786.655,1,0
523,35,8,1,18611.893,0,1
673,37,0,2,8235.106,1,0
850,48,2,1,16942.53,0,1
553,27,3,2,15980.016,1,0
722,47,2,1,9065.594000000001,1,0
806,36,8,2,10671.428,0,1
783,37,1,1,19789.065,1,0
611,43,9,2,1791.325,1,0
707,57,1,1,16406.444,1,0
725,46,6,2,16176.738000000001,0,1
771,39,5,2,9627.064,0,1
616,40,9,2,9371.755000000001,0,1
761,36,8,2,9944.402,0,1
474,30,9,2,6315.822,1,0
713,46,5,1,5570.162,0,1
767,37,7,2,2473.425,0,1
750,32,5,2,9561.147,1,0
850,39,6,1,12168.119,0,1
605,43,8,2,2397.013,1,0
678,60,2,2,4382.156,1,0
663,46,2,1,5825.723,1,0
817,37,6,2,8098.588000000001,1,0
617,46,3,1,8658.737,1,0
458,44,7,1,17864.273,0,1
426,34,3,2,6123.0830000000005,1,0
812,29,6,2,16802.36,0,1
847,51,5,1,14418.405999999999,0,1
576,55,6,3,6753.985000000001,1,0
811,47,3,2,17199.534,1,0
603,44,9,1,13832.823999999999,0,1
607,62,8,1,2338.677,1,0
718,27,2,2,2622.924,0,1
468,28,3,2,17066.102,0,1
777,34,5,1,17261.852,1,0
631,33,8,2,11737.422,1,0
608,63,3,2,17569.616,1,0
659,30,8,1,4044.1099999999997,1,0
518,59,5,1,12387.2,0,1
681,23,7,1,14775.984,0,1
692,54,5,2,8872.184,0,1
562,75,5,1,3935.1639999999998,0,1
604,47,4,1,4777.715,1,0
452,60,6,1,14296.329000000002,1,0
513,39,7,2,14673.882999999998,0,1
635,37,3,2,9108.672999999999,1,0
571,30,4,1,14511.595000000001,1,0
606,39,8,2,3170.853,0,1
667,36,3,2,18684.171,1,0
636,45,3,2,15946.38,0,1
664,31,9,2,7922.202,1,0
439,66,9,1,6553.556,1,0
622,26,8,2,12496.482,1,0
586,33,7,2,16826.14,1,0
526,38,2,2,5801.098,0,1
502,33,6,2,15873.607,1,0
687,26,2,1,15360.575,0,1
850,38,2,2,2397.4849999999997,1,0
774,36,8,1,10182.839,1,0
601,39,3,1,4177.79,0,1
743,25,6,2,12974.011,0,1
695,31,8,2,13164.441,1,0
789,40,4,2,13740.226999999999,1,0
690,47,2,2,15137.573,0,1
480,42,1,2,10177.89,1,0
559,43,1,2,19664.587,1,0
819,49,1,4,16616.43,1,0
621,34,6,2,9912.813,0,1
758,32,2,1,7539.642999999999,1,0
498,46,1,1,10195.478,0,1
703,29,3,1,8282.408,1,0
489,34,5,1,4354.058999999999,0,1
633,43,5,2,4824.987999999999,0,1
663,34,7,2,18042.724,0,1
608,40,8,1,6116.445,1,0
764,24,7,1,2684.3759999999997,0,1
698,48,4,2,17781.587,0,1
754,27,7,2,14413.464000000002,1,0
521,35,6,1,1048.844,0,1
790,31,9,2,8412.675,1,0
753,35,5,2,1825.475,1,0
577,44,1,1,4471.95,1,0
655,29,9,2,8573.626,1,0
652,41,8,1,18890.542999999998,0,1
628,25,7,2,19597.775,0,1
540,35,7,2,19825.614999999998,1,0
790,41,7,1,8677.638,1,0
519,48,10,1,13795.9,0,1
598,50,5,3,6415.724,1,0
850,30,2,2,2793.712,0,1
731,29,10,2,16245.265,0,1
789,39,7,2,12441.108,0,1
618,38,5,1,9197.249,0,1
645,45,8,1,2255.8740000000003,1,0
634,36,1,1,14396.072,1,0
793,56,8,2,2988.099,0,1
703,38,9,1,6572.092,1,0
769,48,2,2,19788.572,0,1
704,31,5,3,5447.448,0,1
691,34,8,2,9135.979,0,1
579,42,3,2,8542.434,1,0
711,36,9,1,4688.41,0,1
552,38,10,2,4656.201999999999,0,1
616,66,1,1,18384.051,1,0
549,45,6,1,14637.251,0,1
649,38,8,1,10376.053,1,0
589,31,10,1,14821.885999999999,1,0
712,43,1,2,9090.526,0,1
714,63,4,1,16667.754,0,1
585,40,7,2,14615.698,0,1
850,34,2,1,11576.793,0,1
662,30,9,2,15788.482999999998,1,0
639,22,4,2,2818.8959999999997,0,1
670,31,1,2,17589.424,0,1
560,47,1,1,12888.266,0,1
590,60,6,1,8820.604,1,0
533,51,6,2,7955.902,0,1
499,35,10,2,1072.2540000000001,0,1
670,37,4,2,19825.288,0,1
786,40,6,2,4124.88,0,1
708,41,0,1,12840.062,0,1
679,33,1,2,6960.848,1,0
634,77,5,2,16157.985,0,1
561,49,1,1,13305.164,1,0
721,35,10,2,7159.4259999999995,0,1
719,22,7,1,17749.739999999998,1,0
684,38,5,1,12738.806,1,0
561,28,3,2,19138.776,1,0
567,54,5,2,15859.066,1,0
696,52,6,1,2744.54,0,1
653,37,3,2,13462.509,1,0
651,34,10,1,6638.942999999999,1,0
624,62,7,2,15141.15,1,0
579,33,1,1,15756.475,1,0
568,46,3,2,2937.2619999999997,1,0
669,33,9,2,10722.103,1,0
735,34,5,2,7109.541,0,1
847,41,3,4,1602.517,1,0
538,31,0,2,17945.366,1,0
785,41,7,2,19910.888,0,1
677,42,5,1,2100.796,0,1
704,37,4,2,2568.493,0,1
663,42,5,1,7800.45,1,0
779,26,4,2,3829.621,1,0
691,37,9,1,14641.16,0,1
592,34,6,2,10262.898,1,0
462,24,9,2,6442.102,1,0
689,45,0,1,19780.4,1,0
501,44,4,2,7494.05,0,1
714,25,2,1,13297.943,0,1
700,31,7,2,14515.196,0,1
472,26,5,2,10841.166000000001,1,0
608,66,8,1,6575.819,0,1
750,39,6,2,1926.4330000000002,1,0
718,37,7,2,5510.009,1,0
850,54,7,2,2409.34,0,1
751,33,4,1,11754.776,0,1
542,39,4,2,4126.865,1,0
624,37,0,2,11210.455,0,1
750,37,1,2,2736.677,1,0
756,41,2,2,4709.311,0,1
663,43,4,2,14940.132999999998,0,1
850,36,2,2,16941.554,1,0
688,35,5,1,16616.593,0,1
720,44,3,1,18013.488,0,1
545,37,9,1,12739.467,0,1
672,33,2,2,18273.8,0,1
594,35,2,2,10348.069,0,1
587,35,5,1,2348.169,0,1
537,45,7,1,12089.296,1,0
661,35,8,1,8667.848,0,1
675,31,2,2,6027.087,0,1
649,50,5,1,8735.142,1,0
524,30,1,2,12681.285,0,1
477,34,8,2,18987.583,0,1
509,38,2,1,16846.012,0,1
501,38,9,2,13340.307,0,1
561,37,1,2,10169.373,0,1
648,32,8,3,19099.448,1,0
652,27,2,2,14600.77,0,1
588,35,7,2,10873.914999999999,1,0
691,27,3,2,14236.772,0,1
703,37,8,2,7415.88,0,1
549,50,9,2,1360.818,0,1
777,29,2,2,12448.988000000001,0,1
641,40,9,1,15164.866,1,0
708,33,3,2,13861.321,0,1
565,52,5,2,17507.094,0,1
571,34,1,1,19565.166,1,0
696,32,4,1,5231.471,0,1
555,32,10,2,16860.595999999998,0,1
733,33,7,1,19043.081,1,0
667,36,8,1,7987.116,0,1
691,36,7,1,7566.456,0,1
616,45,3,2,6432.726000000001,0,1
527,58,3,1,12614.496000000001,0,1
850,43,7,2,17385.110999999997,0,1
584,66,5,1,4955.338,1,0
528,29,3,1,5597.255999999999,0,1
629,31,6,1,1644.7599999999998,1,0
652,48,4,1,16394.417999999998,0,1
705,37,3,1,3632.0870000000004,1,0
781,38,3,2,6321.885,1,0
762,35,1,1,17836.148,0,1
774,46,9,2,3477.4260000000004,0,1
637,40,6,2,18161.06,1,0
683,32,0,2,18820.358,1,0
659,32,3,2,17465.251,1,0
563,33,8,2,6881.505,0,1
762,26,6,1,17336.589,0,1
657,34,5,1,2773.801,0,1
576,26,8,2,3410.1059999999998,0,1
684,26,5,1,10609.582,1,0
542,32,7,1,12530.264,0,1
688,39,0,2,5322.215,1,0
592,37,4,1,17639.502,0,1
679,39,6,2,1226.606,0,1
657,41,8,1,6646.361999999999,0,1
725,31,6,1,6132.643,1,0
791,31,10,1,2218.4139999999998,1,0
584,28,10,2,1983.432,0,1
650,33,0,1,5241.199,0,1
511,75,9,1,10542.518,1,0
694,33,4,1,7790.687,0,1
716,52,7,2,1460.8,1,0
528,32,4,2,15619.242999999999,1,0
680,33,1,1,13496.098000000002,0,1
583,27,4,2,19573.204,0,1
655,78,2,2,18843.538,1,0
696,24,9,1,1088.352,0,1
535,48,9,1,15735.842999999999,0,1
527,28,6,2,7991.997,0,1
706,54,9,1,18623.885000000002,0,1
730,27,5,2,11608.193,0,1
618,42,2,4,11109.739,1,0
850,31,1,2,10653.414999999999,0,1
721,40,6,1,13856.448,0,1
631,31,8,1,19006.712,1,0
539,38,8,2,1007.405,0,1
648,43,1,1,18643.886,1,0
655,37,4,2,14241.597,0,1
429,60,7,2,16369.148000000001,0,1
634,52,1,2,17691.342,0,1
599,36,3,2,4031.833,0,1
660,41,3,2,10866.589,0,1
590,24,7,1,5878.111,0,1
686,22,8,2,14233.185000000001,0,1
672,68,0,2,18493.677,0,1
553,41,9,2,8189.880999999999,0,1
566,36,1,1,7961.637,0,1
750,33,3,1,15328.897,1,0
470,30,3,1,5090.665,0,1
592,62,5,1,10094.157000000001,1,0
697,43,10,1,18848.694,0,1
791,33,10,2,5401.993,1,0
689,47,1,3,15687.842,0,1
506,32,3,1,8082.302000000001,1,0
693,68,4,1,6156.907,0,1
693,39,0,2,8190.160000000001,1,0
533,43,4,2,1253.742,0,1
796,40,2,2,4641.509,0,1
631,34,4,1,10689.291000000001,1,0
688,38,7,1,15766.401999999998,1,0
481,44,9,1,6550.053,0,1
637,40,9,1,12533.416000000001,0,1
586,35,7,3,11981.425,1,0
840,36,6,2,14136.427,1,0
594,37,2,2,9586.45,0,1
710,31,3,2,11228.905999999999,1,0
558,32,5,1,13630.11,0,1
632,43,2,1,2427.532,0,1
654,31,5,2,10521.845,0,1
523,40,2,1,12870.210000000001,1,0
719,42,5,3,14909.738000000001,1,0
561,45,2,2,11571.908,1,0
728,46,2,1,2027.687,1,0
795,33,9,1,12085.383,1,0
683,73,9,1,5199.95,0,1
662,20,9,2,7310.753,0,1
769,38,6,2,10439.378,0,1
479,33,2,1,5077.481,1,0
645,32,4,2,9762.808,0,1
520,39,1,1,10962.613000000001,1,0
607,25,3,2,18704.872,0,1
745,46,2,1,11802.41,0,1
621,40,8,3,17249.078,0,1
771,18,1,2,4154.295,0,1
580,23,5,2,19624.143,1,0
474,37,5,2,11095.333,1,0
605,57,2,3,6665.275,1,0
691,33,6,2,10040.831,1,0
820,31,2,1,10357.08,1,0
652,36,1,2,1930.2779999999998,1,0
537,41,3,1,10676.147,1,0
594,23,5,1,16096.844000000001,0,1
486,37,1,1,5136.456,0,1
775,30,5,1,19388.06,1,0
662,64,0,1,4273.012000000001,0,1
588,41,6,2,19876.661,0,1
580,33,7,2,7977.519,1,0
567,42,2,2,16798.461,0,1
791,34,7,2,9673.446,0,1
583,29,10,2,11128.585000000001,1,0
631,51,8,1,17158.79,0,1
605,35,6,2,4520.657,0,1
601,40,10,2,7797.769,0,1
607,33,2,2,10929.139,1,0
719,50,2,2,1077.213,0,1
723,49,0,1,18086.226000000002,1,0
600,37,8,1,7714.232000000001,0,1
717,35,1,3,17477.014000000003,0,1
477,22,5,2,16311.289999999999,0,1
848,31,4,2,19313.298000000003,0,1
709,41,3,2,7167.286,1,0
651,39,6,1,2417.644,1,0
679,35,8,1,12121.009,1,0
631,33,2,2,15826.884,0,1
523,45,5,2,12142.82,0,1
635,34,3,2,8377.302,0,1
690,36,6,1,8129.233,1,0
602,23,7,2,8407.76,0,1
638,25,4,2,11472.242,0,1
619,55,0,3,6081.064,1,0
680,30,4,2,4438.457,0,1
658,38,6,1,15566.576000000001,1,0
713,25,4,1,5626.898,1,0
615,39,5,2,5216.625,0,1
577,44,8,1,12750.676,1,0
606,31,10,2,19520.94,0,1
793,33,0,1,17554.402,1,0
622,32,5,1,14904.378,0,1
619,44,6,1,11264.922,1,0
682,58,4,1,17603.601000000002,1,0
760,38,3,1,8068.235000000001,0,1
668,32,2,2,4065.233,1,0
837,38,2,1,7957.738,0,1
683,38,3,1,1537.875,0,1
709,43,8,2,16803.561999999998,1,0
744,36,2,1,8721.333,0,1
687,38,9,1,3560.888,0,1
666,36,8,1,15866.698999999999,1,0
508,44,3,2,6723.433,0,1
521,38,5,1,13650.769,0,1
627,49,4,1,14668.025,0,1
752,32,9,2,10167.746000000001,0,1
601,26,8,1,2370.352,1,0
539,29,4,2,10091.919,1,0
736,57,9,1,2843.444,0,1
723,52,5,1,9287.35,0,1
701,35,10,2,7117.364,0,1
699,49,2,1,10576.001,1,0
586,34,9,1,1503.493,0,1
744,39,4,1,1940.977,0,1
583,40,3,1,10963.878,1,0
845,43,3,2,9791.006,1,0
804,25,7,1,12827.695,0,1
637,54,5,1,15083.698,1,0
762,34,4,2,6856.226,0,1
777,39,8,2,1861.352,0,1
767,36,3,1,6514.727,0,1
637,36,9,1,7250.476,1,0
537,37,7,4,11769.058,1,0
664,57,6,2,1530.408,0,1
566,54,4,2,17260.162,0,1
558,31,7,1,19826.908,0,1
571,23,10,1,1716.375,1,0
572,54,9,1,19577.195,1,0
563,34,6,1,15241.779,1,0
592,31,2,2,11638.524000000001,1,0
512,36,4,2,3862.9300000000003,0,1
473,39,9,2,8593.752,1,0
787,42,10,2,7951.036999999999,1,0
705,44,0,1,6886.030000000001,0,1
656,32,5,1,13381.428,0,1
634,74,5,1,1007.802,0,1
524,28,7,2,14710.072,1,0
670,33,1,2,8641.311,0,1
552,38,9,1,5785.01,1,0
504,43,5,2,18143.091,0,1
692,43,10,1,16124.164999999999,1,0
698,57,9,2,10571.501,1,0
661,35,5,1,14262.649,1,0
590,40,8,2,6293.303,0,1
547,41,3,1,17529.589,0,1
488,36,0,2,13667.522,1,0
850,42,3,2,17688.342,1,0
639,38,9,1,8186.110000000001,0,1
695,35,7,2,12797.766,1,0
732,33,8,1,11988.27,0,1
623,28,4,2,4122.767,1,0
603,39,5,2,5470.2660000000005,1,0
574,35,5,1,1511.8200000000002,0,1
405,31,5,2,7295.014,0,1
693,36,8,1,5871.963,0,1
631,23,3,2,1381.324,0,1
715,42,6,2,12874.569,0,1
686,38,0,1,11592.785,0,1
601,24,7,2,14466.042000000001,0,1
518,50,4,1,10711.225,0,1
531,29,3,1,7558.548,0,1
754,28,8,2,5261.562,0,1
615,44,9,2,11071.802,1,0
828,30,4,2,16167.115,0,1
745,48,10,1,7451.065,0,1
713,38,9,2,2613.689,0,1
741,39,7,2,17422.766,0,1
542,38,8,1,6809.322999999999,0,1
665,44,7,2,6654.858,1,0
581,28,3,1,2993.775,0,1
760,34,6,1,9034.61,1,0
663,37,8,1,11871.663,1,0
749,40,1,1,18285.542,0,1
735,43,9,1,18457.004,1,0
739,30,6,1,12260.444,1,0
731,35,2,2,13908.37,0,1
752,37,5,2,13246.754,1,0
720,29,7,1,6990.392999999999,1,0
689,58,5,2,4984.886,1,0
721,37,4,1,9082.166000000001,0,1
608,47,6,1,12601.257000000001,1,0
728,45,3,2,8430.039999999999,0,1
534,35,2,2,11566.853,0,1
837,38,2,2,4639.521,1,0
584,50,1,1,15256.775,1,0
817,45,9,1,8821.112,0,1
746,47,8,1,6208.662,0,1
625,43,4,1,7121.660000000001,0,1
620,34,8,1,12067.208999999999,1,0
667,33,4,2,6901.166,1,0
712,31,7,2,17033.338,1,0
582,32,4,2,5966.880999999999,1,0
667,44,5,2,5716.419,1,0
641,36,5,1,3110.667,1,0
481,28,10,2,14521.596,1,0
567,37,7,2,2869.09,1,0
590,41,1,1,2449.9970000000003,0,1
451,36,2,2,18014.242000000002,1,0
744,38,9,2,2094.076,1,0
660,26,4,1,16244.304999999998,0,1
823,46,3,1,2837.0950000000003,1,0
508,43,9,1,10372.671,1,0
659,32,9,2,9315.575,1,0
630,28,1,2,13326.778,1,0
584,54,1,1,13819.298,1,0
430,66,6,2,17285.206,1,0
565,34,7,1,7459.384,0,1
578,32,4,2,14182.279999999999,0,1
602,38,7,2,12438.961,0,1
731,21,8,1,10666.346000000001,1,0
744,30,1,1,14221.094000000001,1,0
665,39,10,1,13681.202,0,1
595,44,4,2,14395.223999999998,1,0
575,36,1,1,9457.056,0,1
530,22,7,2,10417.047999999999,1,0
662,30,5,2,14958.792000000001,0,1
702,30,2,2,14553.732,0,1
724,31,9,1,1292.0430000000001,0,1
707,42,2,1,7750.255999999999,0,1
850,34,3,2,8874.399000000001,1,0
717,53,6,2,9761.487,0,1
430,38,9,2,1205.077,0,1
499,21,3,1,15392.022,1,0
777,58,4,1,6244.907,1,0
659,67,4,1,13104.32,0,1
640,36,4,1,17301.646,0,1
568,36,10,1,5408.38,1,0
517,62,1,3,18775.624,0,1
705,55,8,2,1439.268,1,0
727,34,10,2,19863.734,0,1
838,40,6,1,15065.935000000001,1,0
664,31,7,1,13416.985,1,0
582,32,1,1,1005.4530000000001,0,1
777,44,3,2,7979.2300000000005,0,1
603,32,7,1,19805.594,0,1
641,37,6,2,4530.924,0,1
515,58,2,1,8143.668,1,0
627,35,2,1,17226.921,1,0
834,49,8,2,12927.394,1,0
530,33,9,1,10169.467,0,1
536,46,1,1,6109.4529999999995,0,1
600,40,1,1,6780.383,0,1
616,31,3,2,16889.506,0,1
753,30,1,1,5789.6269999999995,0,1
697,29,0,1,14179.898000000001,0,1
812,25,5,1,13166.030999999999,0,1
690,26,2,2,9325.585000000001,1,0
850,43,4,1,14007.157000000001,0,1
815,28,6,2,18554.771,0,1
613,20,3,2,14961.376999999999,0,1
773,43,7,1,17735.716,0,1
666,36,6,2,17669.287,1,0
615,59,8,2,16557.655,0,1
714,35,3,2,9562.328,0,1
513,29,10,2,2551.477,0,1
543,42,7,1,5665.0470000000005,0,1
527,25,6,2,9675.858,1,0
845,38,2,1,17963.185,1,0
850,42,8,1,1963.264,1,0
596,21,4,2,19729.777,0,1
727,58,5,1,2588.1,0,1
421,34,6,1,1216.276,0,1
743,30,7,1,14440.710000000001,0,1
747,37,1,2,18055.176,0,1
777,35,7,1,7616.967999999999,0,1
822,50,7,2,1006.28,0,1
615,39,4,1,10815.275,0,1
798,58,9,2,11907.155999999999,1,0
547,31,9,2,9929.422,1,0
670,68,4,2,1142.67,0,1
716,22,8,2,9260.698,1,0
513,34,7,1,12457.109,0,1
427,37,5,2,12148.51,0,1
511,33,3,2,13243.670999999998,1,0
613,43,10,1,9487.503,1,0
644,37,8,2,2096.888,1,0
683,33,8,1,7356.444,0,1
692,28,8,2,4442.018,1,0
606,27,6,1,11144.892,1,0
739,40,5,3,6003.699,0,1
693,40,4,1,10191.896,0,1
547,22,7,1,11814.278999999999,1,0
520,35,9,1,2505.906,0,1
494,25,6,2,10998.809,0,1
847,66,7,1,5315.716,0,1
837,26,4,2,17547.703,0,1
809,42,6,3,18243.681,1,0
595,33,9,2,4144.786,1,0
794,22,4,1,10775.307,1,0
588,30,3,1,17685.85,0,1
713,40,3,2,8730.818,0,1
758,33,7,2,8299.647,1,0
607,39,8,1,10472.15,1,0
568,28,1,1,4561.151,0,1
670,25,6,2,7835.894,0,1
685,35,4,1,11363.964,0,1
623,45,0,1,19653.372,0,1
728,29,1,1,8305.622,1,0
849,41,9,1,10317.45,1,0
525,30,0,2,10068.767,1,0
664,39,7,1,17083.532,0,1
808,25,7,2,2318.037,0,1
800,60,6,2,13171.812,0,1
705,40,3,1,10949.669,1,0
670,42,3,1,18822.78,0,1
730,62,2,2,18648.995000000003,0,1
655,41,8,1,16404.094,0,1
728,37,0,2,7220.38,0,1
850,68,5,1,18633.507,0,1
445,30,3,2,12793.919,1,0
582,43,5,1,17056.373,1,0
645,55,7,2,1836.9330000000002,1,0
785,36,2,1,6181.11,0,1
655,37,1,1,10604.097,0,1
759,41,9,2,19029.412,0,1
437,43,6,1,14833.097,1,0
594,28,0,2,12908.482,0,1
765,42,4,2,8286.833999999999,0,1
495,30,10,1,17274.965,0,1
610,25,2,2,12372.383,1,0
666,21,1,2,9981.831,1,0
638,36,6,1,16424.751,1,0
754,27,7,2,8790.801,0,1
647,32,9,1,12859.073,0,1
549,46,7,1,10905.756,1,0
639,39,6,1,3041.417,0,1
740,44,9,1,9652.8,0,1
634,36,1,1,11623.839,1,0
796,30,2,2,6290.529,0,1
705,36,1,1,2180.716,0,1
739,37,7,1,8088.3820000000005,0,1
850,62,5,2,18024.356,0,1
629,44,6,2,7908.276,1,0
628,30,8,1,1312.69,0,1
748,44,2,1,8549.524000000001,0,1
547,49,8,2,4652.1449999999995,0,1
704,44,3,2,15288.485,0,1
790,37,3,3,9889.732,1,0
758,40,3,2,9609.765,0,1
716,66,5,1,1007.04,0,1
754,35,4,2,4483.071,1,0
850,55,0,1,8361.717,0,1
593,33,1,2,998.4399999999999,0,1
477,47,9,1,6131.537,0,1
724,34,6,2,15713.723000000002,0,1
518,45,8,2,3619.307,1,0
573,40,7,1,11045.446,0,1
487,36,1,1,19407.333,1,0
578,46,5,1,5677.076,0,1
706,38,1,2,12237.954,0,1
726,31,9,2,9817.857,1,0
546,45,2,1,19778.983,1,0
471,26,8,2,17965.587,0,1
619,38,10,1,18475.426,0,1
602,42,1,1,13949.475,1,0
738,26,3,2,6748.416,1,0
799,38,2,2,5929.7339999999995,0,1
680,34,9,2,9568.66,0,1
457,38,7,1,16332.726999999999,1,0
685,39,9,2,1882.6060000000002,0,1
625,35,5,2,16344.079999999998,1,0
540,37,6,2,14199.889000000001,0,1
850,39,7,1,18691.074,1,0
688,29,1,2,15469.557,0,1
486,27,7,2,2882.304,0,1
582,26,6,1,1408.164,0,1
545,32,6,2,5206.737,1,0
667,28,6,1,14709.09,0,1
550,40,8,1,16646.821,1,0
584,33,3,2,17765.138,0,1
651,28,10,1,7468.736999999999,0,1
527,47,1,1,2131.216,0,1
581,26,3,1,18452.0,1,0
850,31,4,1,6193.61,1,0
644,48,8,2,4496.554,0,1
760,34,6,2,5932.521,0,1
689,63,1,2,18652.612,1,0
676,38,1,2,3564.4790000000003,0,1
540,22,4,3,18623.326,0,1
476,34,8,1,19722.181,1,0
452,33,6,2,15162.391,1,0
850,32,5,1,12198.273,1,0
662,32,4,1,4872.568,1,0
549,45,3,2,9640.438,1,0
617,27,4,2,19026.921,1,0
722,40,6,2,11189.309,0,1
639,28,8,1,17822.277,1,0
743,23,3,1,9558.345,0,1
659,31,4,1,16157.419,0,1
748,26,1,1,18304.941,1,0
651,36,7,2,1389.831,0,1
767,42,2,1,2861.58,1,0
676,37,10,1,16667.828,0,1
477,57,9,2,7116.717,1,0
523,27,8,2,14705.916000000001,0,1
656,33,4,2,11670.6,0,1
745,35,9,2,16151.976999999999,0,1
739,38,0,1,1279.643,0,1
545,32,4,1,9473.92,1,0
595,46,10,1,7348.914999999999,0,1
564,62,5,3,1826.098,1,0
788,34,6,1,18119.676,0,1
545,38,1,2,2430.295,0,1
674,34,2,1,17570.94,0,1
487,53,10,1,9007.685000000001,1,0
726,24,6,2,5472.403,1,0
642,30,8,1,6197.782,0,1
586,52,6,1,6728.889,1,0
678,48,2,2,19347.604,0,1
718,43,0,1,16755.485999999997,1,0
850,30,3,2,4293.326,1,0
754,57,2,2,7095.441000000001,0,1
703,33,8,1,7999.714,1,0
809,33,8,1,19920.321,0,1
661,30,7,2,7219.657000000001,1,0
667,38,1,1,7786.691000000001,0,1
552,41,9,1,13563.525,1,0
520,49,5,1,7257.733,0,1
668,24,7,1,10645.711,1,0
590,29,4,2,12184.681,1,0
774,32,4,2,11489.913,1,0
646,39,6,2,6179.347,0,1
523,28,2,1,5993.880999999999,1,0
555,62,4,1,4350.71,0,1
579,31,9,1,13904.8,0,1
489,46,8,1,14722.295000000002,1,0
538,42,1,2,9404.775,1,0
670,45,9,1,15592.181,1,0
643,34,6,2,11604.622,0,1
605,48,10,1,13348.635999999999,1,0
652,41,9,1,17837.393,0,1
586,46,0,3,13155.382000000001,1,0
629,40,6,2,13935.63,1,0
734,51,1,1,11691.244999999999,0,1
578,34,8,2,6668.077,0,1
684,34,9,2,19026.378,0,1
557,46,4,2,11637.831,1,0
606,36,0,1,12013.827000000001,0,1
666,33,2,1,5641.017,1,0
714,45,9,2,16411.769,1,0
828,41,7,2,17137.877,1,0
765,43,4,1,17387.887,0,1
510,63,8,2,11529.186,0,1
721,40,3,1,14487.467,0,1
517,53,0,1,5467.61,0,1
684,63,3,1,6964.331,1,0
519,38,7,1,18822.567000000003,1,0
513,48,2,1,11470.913,0,1
690,39,6,2,16053.288,0,1
661,31,7,2,1449.0790000000002,1,0
596,39,9,1,4896.3589999999995,0,1
760,51,2,1,17961.48,1,0
699,31,8,2,14766.147,0,1
563,39,5,2,1760.381,1,0
691,33,6,2,16407.489,1,0
